"Data generated on Friday, December 23, 2022 at 12:55:41 PM EST"
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.132","0709604007","GH RED PEP ORG","0","0","0","0","0","0","6,155","","26","MX","0709604007",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.133","0709604009","GH YEL PEP ORG","0","0","0","0","0","0","1,882","","26","MX","0709604009",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.134","0709604011","GH ORNG PEP ORG","0","0","0","0","0","0","2,032","","26","MX","0709604011",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.135","0709604013","GH SWT PEP ORG","0","0","0","0","0","0","4,766","","26","MX","0709604013",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.136","0709604017","GH GRN PEP N/ORG","0","0","0","0","0","0","1,430","","26","MX","0709604017",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.137","0709604022","GH RED PEP N/ORG","0","0","0","0","0","0","2,926","","26","MX","0709604022",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.138","0709604027","GH YEL PEP N/ORG","0","0","0","0","0","0","1,194","","26","MX","0709604027",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.139","0709604032","GH ORNG PEPN/ORG","0","0","0","0","0","0","1,443","","26","MX","0709604032",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.140","0709604037","GH SWT PEP N/ORG","0","0","0","0","0","0","4,163","","26","MX","0709604037",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.141","0709604060","NGH GRN PEP ORG","0","0","0","0","0","0","109","","26","MX","0709604060",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.142","0709604063","NGH RED PEP ORG","0","0","0","0","0","0","9","","26","MX","0709604063",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.143","0709604072","NGH SWT PEP ORG","0","0","0","0","0","0","191","","26","MX","0709604072",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.144","0709604074","SWT PEP N/ORG","0","0","0","0","0","0","8","","26","MX","0709604074",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.145","0709604078","GRN PEP N/ORG","0","0","0","0","0","0","1,143","","26","MX","0709604078",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.146","0709604081","RED PEP N/ORG","0","0","0","0","0","0","2,532","","26","MX","0709604081",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.147","0709604084","YEL PEP N/ORG","0","0","0","0","0","0","1,522","","26","MX","0709604084",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.148","0709604087","ORNG PEP N/ORG","0","0","0","0","0","0","1,486","","26","MX","0709604087",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.149","0709604091","SWT PEP N/ORG","0","0","0","0","0","0","2,456","","26","MX","0709604091",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.150","0709932000","SQUASH,FRSH/CHLD","300,932","203,929","0","0","0","0","0","","26","MX","0709932000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.151","0709932020","ORG SQ ZUCC","0","0","0","0","0","0","2,638","","26","MX","0709932020",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.152","0709932030","ORG SQ YEL","0","0","0","0","0","0","312","","26","MX","0709932030",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.153","0709932040","ORG SQ NESOI","0","0","0","0","0","0","279","","26","MX","0709932040",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.154","0709991400","OKRA,FRESH/CHILL","60","0","0","7","0","0","0","","26","MX","0709991400",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.155","0709999010","CILANTRO FCH","0","0","0","0","0","0","1,445","","26","MX","0709999010",
"1","NOGALES, ARIZ.","1","Mexico","1.1.1.156","0714401001","TARO FR/CH","0","3","0","0","0","0","0","","26","MX","0714401001",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2","","Vegetables, Frozen","17,105","22,466","22,604","25,925","29,278","25,826","23,283","-10","26","MX","0765AT",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.1","0710809750","FZ VEG OTHR REDC","16,346","16,311","16,378","18,878","22,719","20,125","14,159","-30","26","MX","0710809750",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.2","0710809726","FZ BROC RED <1.4","278","2,217","2,459","2,764","2,034","1,777","1,359","-24","26","MX","0710809726",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.3","0710909100","VEG MIX, NES,FRZ","77","844","1,203","2,276","1,409","1,213","773","-36","26","MX","0710909100",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.4","2004908580","VEG&MX NS,P/P FZ","291","0","106","486","1,064","977","1,337","37","26","MX","2004908580",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.5","0710807060","VEG NES,WHLE,FRZ","0","20","0","0","938","718","1,489","107","26","MX","0710807060",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.6","0710809724","FZ BROC RED >1.4","56","1,583","1,610","972","711","667","360","-46","26","MX","0710809724",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.7","0710809730","FZ CAULIFLOW RED","28","425","289","349","252","208","175","-16","26","MX","0710809730",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.8","0710809722","FZ BROC SPR REDC","15","114","150","200","146","136","111","-19","26","MX","0710809722",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.9","0710805000","TOM  11/15 2/LST","0","100","0","0","5","5","11","119","26","MX","0710805000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.10","0710223700","FZ BNS WHOLE NES","0","0","0","0","0","0","42","","26","MX","0710223700",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.11","0710224090","BEANS,OTHER RDSZ","0","278","0","0","0","0","0","","26","MX","0710224090",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.12","0710804000","TOM3/11-7/14 9/1","6","559","410","0","0","0","0","","26","MX","0710804000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.13","0710804500","TOM 7/15-8/31 FZ","0","17","0","0","0","0","0","","26","MX","0710804500",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.14","0710806500","BRUSSEL SPR FROZ","9","0","0","0","0","0","0","","26","MX","0710806500",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.15","0710809765","FZ VEG OT NESOI","0","0","0","0","0","0","2,199","","26","MX","0710809765",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.16","2004908000","BEANS, PREP,PRES","0","0","0","0","0","0","15","","26","MX","2004908000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.2.17","2004908585","GRLC,PREP,NES,FZ","0","0","0","0","0","0","1,254","","26","MX","2004908585",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3","","Dried Beans","16,320","12,417","6,908","17,808","15,676","13,896","9,566","-31","26","MX","0741AT",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.1","0713392170","VIGNA BEANS 5/1","6,294","3,113","2,343","2,386","6,126","6,126","1,465","-76","26","MX","0713392170",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.2","0713394150","PINTO BEANS 9/1","163","26","58","533","4,425","3,072","1,123","-63","26","MX","0713394150",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.3","0713394170","VIGNA BEANS 9/1","7,264","7,022","2,619","7,507","4,043","3,720","5,967","60","26","MX","0713394170",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.4","0713334090","KD BNS OTHER 9/1","1,874","1,103","335","2,921","535","471","300","-36","26","MX","0713334090",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.5","0713392150","PINTO BEANS 5/1","0","124","52","346","176","176","239","35","26","MX","0713392150",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.6","0713314000","MUNG BEANS 9/1","0","10","35","786","169","129","78","-40","26","MX","0713314000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.7","0713332090","KD BNS OTHER","59","829","1,262","2,806","97","97","337","247","26","MX","0713332090",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.8","0713312000","MUNG BEANS 5/1","0","13","0","0","58","58","19","-66","26","MX","0713312000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.9","0713392110","BLACK BEANS 5/1","169","40","134","418","46","46","22","-53","26","MX","0713392110",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.10","0713344000","BAMBR BEANS 9/1","0","0","3","0","0","0","0","","26","MX","0713344000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.11","0713394110","BLACK BEANS 9/1","269","51","66","73","0","0","15","","26","MX","0713394110",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.12","0713394140","LIMA BEANS 9/1","0","0","0","31","0","0","0","","26","MX","0713394140",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.13","0713394160","WHITE BEANS 9/1","0","3","0","0","0","0","0","","26","MX","0713394160",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.14","0713502000","BRD & HRS BEANS","229","0","0","0","0","0","0","","26","MX","0713502000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.3.15","0713606000","PGN PEA 5/1-8/31","0","82","0","0","0","0","0","","26","MX","0713606000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4","","Vegtbls,Prep or Pres","6,426","6,621","8,058","6,810","13,450","10,835","9,316","-14","26","MX","0760AT",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.1","2001903800","VEG NS PP/PS VNG","2,815","3,164","3,725","1,961","4,411","2,448","3,747","53","26","MX","2001903800",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.2","2005514040","BNS NES,SH/PR/PS","0","55","370","923","4,363","4,329","241","-94","26","MX","2005514040",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.3","2103909059","TOM BASD PRP NES","605","785","864","1,159","1,550","1,079","1,325","23","26","MX","2103909059",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.4","2001903500","PIMIENTOS,BRINE","445","1,071","1,181","902","1,197","1,197","773","-35","26","MX","2001903500",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.5","2005995020","PIMENTO,P/P<227G","0","8","49","295","735","711","184","-74","26","MX","2005995020",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.6","2005998500","CHCKPS,GARBA,P/P","698","404","407","776","370","337","479","42","26","MX","2005998500",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.7","2005999700","OTH VEG PRP/PRES","495","138","131","262","280","211","886","321","26","MX","2005999700",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.8","2001903000","BEANS,PKLD,BRINE","591","426","855","174","277","277","332","20","26","MX","2001903000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.9","0711906500","VEG NES, PRV PRS","0","156","176","180","97","84","126","50","26","MX","0711906500",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.10","2103204020","TOMATO SAUCES NE","0","0","170","149","90","87","1,123","1,198","26","MX","2103204020",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.11","2005590000","BNS,N/SH,PR/PS","0","0","0","0","46","46","31","-33","26","MX","2005590000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.12","2005992000","ONIONS,PREP,PRES","0","83","0","0","30","30","0","","26","MX","2005992000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.13","2005200020","POTATO CHIPS","0","82","0","0","5","0","5","","26","MX","2005200020",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.14","0711400000","CUCUMB,PRES,INED","23","0","0","0","0","0","0","","26","MX","0711400000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.15","2001100000","CUCUMBERS,BRINE","422","84","0","0","0","0","0","","26","MX","2001100000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.16","2001902000","CAPERS P/P<=3.4K","0","4","0","0","0","0","0","","26","MX","2001902000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.17","2002100080","OTH TOM,PP>1.4KG","79","0","0","0","0","0","0","","26","MX","2002100080",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.18","2002908040","TOM PUREE,>1,4KG","0","17","0","0","0","0","0","","26","MX","2002908040",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.19","2002908050","TOM,P/P,NES,OTH","236","37","129","27","0","0","64","","26","MX","2002908050",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.20","2005400000","PEAS,PREP,PRES","2","0","0","0","0","0","0","","26","MX","2005400000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.21","2005800000","SW CORN,PRE,PRES","3","0","0","0","0","0","0","","26","MX","2005800000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.22","2005995510","PEP/CAS/PP/OT","6","0","0","0","0","0","0","","26","MX","2005995510",
"1","NOGALES, ARIZ.","1","Mexico","1.1.4.23","2005995590","PEP/P/P OTHER","7","108","0","0","0","0","0","","26","MX","2005995590",
"1","NOGALES, ARIZ.","1","Mexico","1.1.5","","Dried Chickpeas","9,005","8,970","6,382","7,377","6,822","5,588","8,474","52","26","MX","0742AT",
"1","NOGALES, ARIZ.","1","Mexico","1.1.5.1","0713202090","CHICKPEAS, OTHER","8,779","8,970","6,382","7,234","6,678","5,555","8,409","51","26","MX","0713202090",
"1","NOGALES, ARIZ.","1","Mexico","1.1.5.2","0713202010","CHICKPEAS,KABULI","226","0","0","143","144","34","65","94","26","MX","0713202010",
"1","NOGALES, ARIZ.","1","Mexico","1.1.6","","Olives,Prep or Pres","0","0","0","0","18","18","66","272","26","MX","0746AT",
"1","NOGALES, ARIZ.","1","Mexico","1.1.6.1","0711204000","OLIVES,PITD/STFD","0","0","0","0","18","18","66","272","26","MX","0711204000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.7","","Vegtbls,Dried/Dehydr","91","3","22","58","14","14","43","202","26","MX","0770AT",
"1","NOGALES, ARIZ.","1","Mexico","1.1.7.1","0712901000","CARROTS, DRIED","0","0","4","37","14","14","6","-59","26","MX","0712901000",
"1","NOGALES, ARIZ.","1","Mexico","1.1.7.2","0712907800","TOMATS,DRIED,OTH","85","0","0","0","0","0","0","","26","MX","0712907800",
"1","NOGALES, ARIZ.","1","Mexico","1.1.7.3","0712908580","VG NS & MX VG DR","0","0","8","13","0","0","0","","26","MX","0712908580",
"1","NOGALES, ARIZ.","1","Mexico","1.1.7.4","1106100000","FL & ML-DRY VEG","6","3","10","8","0","0","37","","26","MX","1106100000",
"1","NOGALES, ARIZ.","1","Mexico","1.2","","Fruits and Preparations","1,133,177","1,078,291","1,315,294","1,156,916","1,242,334","1,145,040","1,279,218","12","26","MX","0700AG",
"1","NOGALES, ARIZ.","1","Mexico","1.2.1","","Fresh Fruits, Decidi","504,075","408,216","587,959","500,848","539,203","539,203","619,227","15","26","MX","0705AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.1.1","0806104000","GPS,FR,4/1-6/30","500,936","399,934","553,326","473,227","518,833","518,833","581,332","12","26","MX","0806104000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.1.2","0806106000","GPS,FR,7/1-2/14","2,725","8,217","34,085","27,207","15,977","15,977","37,549","135","26","MX","0806106000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.1.3","0806102000","GPS,FR,2/15-3/31","0","0","0","49","4,324","4,324","187","-96","26","MX","0806102000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.1.4","0809304010","PEACH,12/1-5/31","414","65","548","365","69","69","159","130","26","MX","0809304010",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2","","Fresh Melons","288,498","286,887","341,018","299,191","321,561","261,996","297,604","14","26","MX","0715AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.1","0807114010","SLSWTM,4/1-11/30","174,326","183,952","224,396","196,580","209,327","183,991","200,824","9","26","MX","0807114010",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.2","0807113010","SLSWTM,12/1-3/31","43,858","42,443","45,900","45,850","46,800","32,798","38,475","17","26","MX","0807113010",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.3","0807197000","OT MEL,12/1-5/31","25,756","24,266","32,637","21,123","22,135","19,188","28,850","50","26","MX","0807197000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.4","0807198000","OT MEL,6/1-11/30","22,476","20,015","16,674","15,778","20,484","13,895","17,002","22","26","MX","0807198000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.5","0807192000","CANTL,9/16-7/31","20,786","14,803","20,463","16,941","18,894","8,406","11,133","32","26","MX","0807192000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.6","0807114090","WTMLOTH4/1-11/30","579","1,293","802","2,741","3,303","3,198","1,131","-65","26","MX","0807114090",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.7","0807113090","WTMLOTH12/1-3/31","700","115","146","179","567","520","141","-73","26","MX","0807113090",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.8","0807195000","MLN-O,12/1-5/31","17","0","0","0","50","0","48","","26","MX","0807195000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3","","Fresh Fruit Other","275,393","283,866","298,382","260,646","272,228","257,676","265,453","3","26","MX","0710AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.1","0804506055","MANGO, 6/1-8/31","75,076","63,061","61,100","67,887","56,440","56,440","63,832","13","26","MX","0804506055",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.2","0804504055","MANGO, 9/1-5/31","58,244","62,306","57,902","39,612","49,491","49,404","61,246","24","26","MX","0804504055",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.3","0804400040","AVOC-HSLIKE","31,572","32,449","34,582","27,712","46,463","36,201","53,640","48","26","MX","0804400040",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.4","0810400029","CULT BLUEBR HIGB","54,847","55,739","50,891","43,120","40,880","40,821","32,783","-20","26","MX","0810400029",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.5","0810104000","STBRY, 9/16-5/31","13,609","17,919","27,991","21,770","21,642","21,642","0","","26","MX","0810104000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.6","0804504045","MANGO, ORG IN","6,741","6,317","9,217","12,435","15,308","15,308","16,531","8","26","MX","0804504045",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.7","0804506045","MANGO, ORG OUT","4,632","4,151","6,413","10,601","11,898","11,898","10,403","-13","26","MX","0804506045",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.8","0803900025","BANANAS, ORGANIC","5,934","13,563","19,244","8,621","7,969","7,384","9,497","29","26","MX","0803900025",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.9","0810904600","FRUITS, FRS, NES","9,742","11,091","17,032","16,292","7,518","7,518","0","","26","MX","0810904600",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.10","0810201022","RSBRY, <5KG S-J","0","1,105","6,912","5,396","3,451","3,451","0","","26","MX","0810201022",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.11","0810904610","TOMATILLOS FR","0","0","0","0","2,601","197","7,426","3,664","26","MX","0810904610",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.12","0810209030","BLACKBERRIES, FR","2,007","3,735","3,191","2,357","2,145","2,145","0","","26","MX","0810209030",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.13","0804304000","PINEAPPLES,FR/DR","1,418","571","1,157","1,404","1,570","1,364","1,567","15","26","MX","0804304000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.14","0804400020","ORG AVOC-HSLIKE","2,301","2,776","2,214","1,597","1,532","1,185","4,854","310","26","MX","0804400020",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.15","0810400024","FRSH WILD BLUEBR","0","0","0","1,071","1,501","1,501","701","-53","26","MX","0810400024",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.16","0810904690","FRUITS, FRS, NES","0","0","0","0","690","644","1,343","109","26","MX","0810904690",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.17","0803900035","BANANAS, FRESH","2,548","3,147","408","535","436","335","215","-36","26","MX","0803900035",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.18","0810104090","STBRY FR 9/","0","0","0","0","267","0","674","","26","MX","0810104090",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.19","0810400026","ORG CERT BLUEBR","3","74","96","91","221","221","0","","26","MX","0810400026",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.20","0810201028","RSBRY <5KG S-J","0","0","0","0","97","0","218","","26","MX","0810201028",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.21","0810209060","BLBRY NS","0","0","0","0","34","0","99","","26","MX","0810209060",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.22","0810209045","BLBRY ORG","0","0","0","0","30","0","0","","26","MX","0810209045",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.23","0810201023","RSBRY O <5KG S-J","0","0","0","0","22","0","130","","26","MX","0810201023",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.24","0807200000","PAPAYAS, FRESH","13","0","12","0","15","15","0","","26","MX","0807200000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.25","0810201040","LGNBRY,9/1-6/30","0","0","0","0","5","0","0","","26","MX","0810201040",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.26","0804506080","GUAVAS, 6/1-8/31","0","0","0","0","2","2","223","10,108","26","MX","0804506080",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.27","0803101000","PLANTAINS, FRESH","7","168","0","0","0","0","0","","26","MX","0803101000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.28","0804302000","PINEAPPLES FR/DR","179","3","0","0","0","0","0","","26","MX","0804302000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.29","0804306000","PINEAP,REDUCED","1,083","697","0","0","0","0","23","","26","MX","0804306000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.30","0804400090","AVOCADOS, OTHER","0","0","11","0","0","0","0","","26","MX","0804400090",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.31","0804504080","GUAVAS, 9/1-5/31","0","0","0","0","0","0","49","","26","MX","0804504080",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.32","0810201020","RSBRY,F,9/1-6/30","5,436","4,995","0","0","0","0","0","","26","MX","0810201020",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.33","0810400040","BERRIES,NESOI","0","0","0","97","0","0","0","","26","MX","0810400040",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.34","0810902760","OTHER BERRIES,FR","0","0","10","48","0","0","0","","26","MX","0810902760",
